fecha,cliente_id,producto_id,precio,costo,canal,region,descuento,ingreso,ganancia
2024-01-01 00:00:00,1302,P007,508.995015511711,356.3764757020367,App móvil,Norte,0.08801911995227463,464.19372218627586,107.81724648423915
2024-01-01 01:00:00,1495,P004,328.5957312224825,188.43383498037284,Web,CDMX,0.15151617404622944,278.80816321972884,90.374328239356
2024-01-01 02:00:00,1657,P013,284.0111937386094,203.05837325271844,Marketplace,Norte,0.02228416993636445,277.6822400335085,74.62386678079005
2024-01-01 03:00:00,1767,P015,1147.736918780125,779.7481627859098,Marketplace,Occidente,0.002396504435366903,1144.986362163634,365.2381993777243
2024-01-01 04:00:00,1973,P011,1106.2998431860956,623.4439775164557,App móvil,Norte,0.004273380030088841,1101.5722035289336,478.12822601247797
2024-01-01 05:00:00,1226,P008,104.04137615358509,78.58591055091073,Marketplace,Norte,0.10188573448355404,93.44104412749735,14.855133576586624
2024-01-01 06:00:00,1235,P013,439.6349748455754,276.1880678067159,Marketplace,Sur,0.05701939852576582,414.5672530089905,138.37918520227464
2024-01-01 07:00:00,1872,P005,515.9208367301676,406.85171332893015,Marketplace,CDMX,0.03933442645001192,495.6273865237762,88.77567319484604
2024-01-01 08:00:00,1891,P007,324.86671486583487,232.88730007174607,App móvil,Occidente,0.15383150390454262,274.89197954949526,42.00467947774919
2024-01-01 09:00:00,1454,P010,773.2038315364018,536.1155260167556,Marketplace,Occidente,0.2487737606532953,580.8510066135542,44.73548059679865
2024-01-01 10:00:00,1012,P003,786.4378586408772,565.0602030724608,Marketplace,Sur,0.04443830090388409,751.4898964363875,186.42969336392673
2024-01-01 11:00:00,1209,P007,1028.0798625778866,661.4965065106037,Marketplace,Norte,0.1366053560534847,887.6386468990169,226.14214038841317
2024-01-01 12:00:00,1740,P011,901.9996586430005,587.7140624758549,Web,Occidente,0.029931878499973447,875.0011144534807,287.28705197762577
2024-01-01 13:00:00,1396,P011,673.9593260108489,509.0834097423635,Web,Occidente,0.23355911026803475,516.5499854709107,7.466575728547184
2024-01-01 14:00:00,1099,P008,801.6247855510829,564.5671504242797,Marketplace,Norte,0.07293879214264626,743.155241941379,178.58809151709931
2024-01-01 15:00:00,1030,P005,365.0870987744708,280.8151381339281,Marketplace,Norte,0.2195849550108446,284.91946461503886,4.104326481110775
2024-01-01 16:00:00,1897,P004,732.0146184624613,561.636771071377,Marketplace,Occidente,0.07076910981259421,680.2105955440671,118.57382447269015
2024-01-01 17:00:00,1527,P008,612.6113429624071,485.76833282477975,Marketplace,Norte,0.20151312004667987,489.1621198660658,3.393787041286032
2024-01-01 18:00:00,1648,P008,203.34613741382594,144.38885257793456,Marketplace,CDMX,0.052345333361443175,192.7019160631374,48.31306348520283
2024-01-01 19:00:00,1328,P003,328.92591807041634,214.02897512427884,Marketplace,Occidente,0.0731973575383611,304.8494100417824,90.82043491750355
2024-01-01 20:00:00,1165,P006,385.44746832982395,211.9550613046778,Web,Norte,0.04811884135090849,366.9001827521518,154.945121447474
2024-01-01 21:00:00,1458,P005,1112.9560021104417,791.9952593447055,App móvil,Occidente,0.06606496946241391,1039.428597818005,247.4333384732996
2024-01-01 22:00:00,1821,P002,314.9446352937729,185.02156894631065,Marketplace,Occidente,0.20871643883332883,249.2105125855951,64.18894363928445
2024-01-01 23:00:00,1951,P008,382.6304882426184,223.79455395286487,Marketplace,Sur,0.15975812438667436,321.50215910782026,97.70760515495539
2024-01-02 00:00:00,1981,P012,474.75724960284714,271.31727960956243,Marketplace,CDMX,0.10146991720930601,426.58367079112844,155.266391181566
2024-01-02 01:00:00,1992,P014,813.304149419195,620.1741948572567,App móvil,CDMX,0.24288025677053907,615.7686287757161,-4.405566081540542
2024-01-02 02:00:00,1099,P006,185.9741513429616,141.41276108175407,Marketplace,Sur,0.11621538178239343,164.36109434298268,22.948333261228612
2024-01-02 03:00:00,1620,P002,1147.0369943678425,790.6424299695288,Marketplace,Sur,0.24243999281471285,868.9493536950929,78.30692372556405
2024-01-02 04:00:00,1854,P012,1045.4069031089793,671.0407264437578,App móvil,Occidente,0.049146730727715054,994.0285715409879,322.9878450972301
2024-01-02 05:00:00,1172,P005,713.7984839602927,500.8255267800404,Marketplace,CDMX,0.22615960677873734,552.366099508574,51.540572728533675
2024-01-02 06:00:00,1748,P001,825.1435475387003,562.8872126061068,App móvil,Sur,0.003455551024373671,822.2922219077476,259.4050093016408
2024-01-02 07:00:00,1161,P012,69.15954193084839,43.205368019127505,App móvil,Norte,0.13632580059143937,59.73131200858826,16.525943989460757
2024-01-02 08:00:00,1904,P010,439.786491650716,269.98020402550554,Marketplace,Occidente,0.1057630985730037,393.2733095831859,123.29310555768035
2024-01-02 09:00:00,1727,P006,965.0092652606583,593.3246488451211,Web,CDMX,0.13127196136799482,838.3306062716041,245.00595742648295
2024-01-02 10:00:00,1775,P013,139.10541986124377,94.13820475071313,Web,Occidente,0.13836120798692475,119.85862593171373,25.720421181000603
2024-01-02 11:00:00,1262,P012,374.66090934232824,260.12737164638077,Marketplace,Occidente,0.09725783851692774,338.2221991229068,78.094827476526
2024-01-02 12:00:00,1803,P009,723.091352584458,459.5408429627358,App móvil,Norte,0.24954946172152379,542.6442947715179,83.10345180878215
2024-01-02 13:00:00,1273,P001,344.8749818537831,272.660724821133,App móvil,Norte,0.24412679757515646,260.68175697002886,-11.97896785110413
